kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
8962094,K00700.01,Kepler-215 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,30.864365120,5.4010000e-05,-5.4010000e-05,172.9347700,1.360000e-03,-1.360000e-03,0.851,0.053,-0.572,2.95570,0.04930,-0.04930,551.3,1.160e+01,-1.160e+01,2.23,0.28,-1.000e-01,527.0,,,18.22,6.76,-2.87,51.80,1,q1_q17_dr25_tce,5677.00,113.00,-113.00,4.563,0.018,-0.108,0.8280,0.1040,-0.0370,294.973510,45.213692,13.580
8962094,K00700.02,Kepler-215 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.360597050,2.3100000e-05,-2.3100000e-05,171.9729200,1.940000e-03,-1.940000e-03,0.802,0.083,-0.557,3.20690,0.06090,-0.06090,236.5,6.200e+00,-6.200e+00,1.42,0.17,-7.000e-02,784.0,,,89.47,33.18,-14.13,42.00,2,q1_q17_dr25_tce,5677.00,113.00,-113.00,4.563,0.018,-0.108,0.8280,0.1040,-0.0370,294.973510,45.213692,13.580
8962094,K00700.03,Kepler-215 c,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,14.667229300,5.8020000e-05,-5.8020000e-05,145.4205800,2.800000e-03,-2.800000e-03,0.596,0.324,-0.370,3.74200,0.08940,-0.08940,198.1,6.900e+00,-6.900e+00,1.21,0.15,-5.000e-02,675.0,,,49.12,18.23,-7.75,30.50,3,q1_q17_dr25_tce,5677.00,113.00,-113.00,4.563,0.018,-0.108,0.8280,0.1040,-0.0370,294.973510,45.213692,13.580
8962094,K00700.04,Kepler-215 e,CONFIRMED,CANDIDATE,0.9760,0,0,0,0,68.160989700,4.5250000e-04,-4.5250000e-04,187.0334600,4.310000e-03,-4.310000e-03,0.459,0.471,-0.255,5.66200,0.12400,-0.12400,295.6,1.250e+01,-1.250e+01,1.45,0.18,-7.000e-02,405.0,,,6.34,2.35,-1.00,25.00,4,q1_q17_dr25_tce,5677.00,113.00,-113.00,4.563,0.018,-0.108,0.8280,0.1040,-0.0370,294.973510,45.213692,13.580
9002278,K00701.01,Kepler-62 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,18.164073040,1.7620000e-05,-1.7620000e-05,180.8124250,7.650000e-04,-7.650000e-04,0.021,0.354,-0.021,2.93550,0.02600,-0.02600,943.2,1.020e+01,-1.020e+01,1.98,0.12,-8.000e-02,508.0,,,15.72,3.46,-2.37,99.70,1,q1_q17_dr25_tce,4926.00,98.00,-98.00,4.653,0.017,-0.049,0.6620,0.0410,-0.0270,283.212740,45.349861,13.725
9002278,K00701.02,Kepler-62 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.714896920,6.7560000e-06,-6.7560000e-06,170.9219040,9.370000e-04,-9.370000e-04,0.011,0.462,-0.011,2.35720,0.03310,-0.03310,425.9,6.700e+00,-6.700e+00,1.33,0.08,-6.000e-02,747.0,,,73.38,16.15,-11.08,73.00,2,q1_q17_dr25_tce,4926.00,98.00,-98.00,4.653,0.017,-0.049,0.6620,0.0410,-0.0270,283.212740,45.349861,13.725
9002278,K00701.03,Kepler-62 e,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,122.385868100,5.0220000e-04,-5.0220000e-04,150.4115800,3.170000e-03,-3.170000e-03,0.101,0.353,-0.101,7.12300,0.10200,-0.10200,711.1,1.560e+01,-1.560e+01,1.72,0.10,-7.000e-02,269.0,,,1.24,0.27,-0.19,46.30,3,q1_q17_dr25_tce,4926.00,98.00,-98.00,4.653,0.017,-0.049,0.6620,0.0410,-0.0270,283.212740,45.349861,13.725
9002278,K00701.04,Kepler-62 f,CONFIRMED,FALSE POSITIVE,0.0000,1,0,0,0,267.282521000,4.8100000e-03,-4.8100000e-03,589.7197500,9.160000e-03,-9.160000e-03,0.378,0.092,-0.378,7.78800,0.37400,-0.37400,471.9,2.690e+01,-2.690e+01,1.43,0.08,-6.000e-02,207.0,,,0.44,0.09,-0.07,19.30,4,q1_q17_dr25_tce,4926.00,98.00,-98.00,4.653,0.017,-0.049,0.6620,0.0410,-0.0270,283.212740,45.349861,13.725
9002278,K00701.05,Kepler-62 c,CONFIRMED,CANDIDATE,0.9890,0,0,0,0,12.441800300,1.7630000e-04,-1.7630000e-04,134.6507000,1.150000e-02,-1.150000e-02,0.043,0.415,-0.043,3.57200,0.28500,-0.28500,78.4,7.400e+00,-7.400e+00,0.57,0.04,-2.000e-02,576.0,,,26.03,5.73,-3.93,11.40,5,q1_q17_dr25_tce,4926.00,98.00,-98.00,4.653,0.017,-0.049,0.6620,0.0410,-0.0270,283.212740,45.349861,13.725
9266431,K00704.01,Kepler-1726 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,18.396297440,2.9730000e-05,-2.9730000e-05,185.1394600,1.310000e-03,-1.310000e-03,0.872,0.016,-0.652,2.78380,0.04050,-0.04050,680.2,1.360e+01,-1.360e+01,2.47,0.23,-1.200e-01,582.0,,,27.09,8.11,-4.41,58.40,1,q1_q17_dr25_tce,5316.00,106.00,-106.00,4.570,0.020,-0.080,0.8040,0.0770,-0.0380,284.386170,45.719711,13.704
9458613,K00707.01,Kepler-33 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.775681580,3.3270000e-05,-3.3270000e-05,189.6382800,1.210000e-03,-1.210000e-03,0.025,0.261,-0.025,7.95880,0.03740,-0.03740,797.9,7.000e+00,-7.000e+00,4.76,0.72,-1.170e+00,853.0,,,125.14,54.41,-59.61,117.30,1,q1_q17_dr25_tce,5900.00,117.00,-117.00,4.022,0.195,-0.090,1.6940,0.2570,-0.4180,289.077550,46.005219,13.988
9458613,K00707.02,Kepler-33 f,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,41.028342400,1.4180000e-04,-1.4180000e-04,172.5748100,2.620000e-03,-2.620000e-03,0.011,0.348,-0.011,9.80520,0.07510,-0.07510,541.4,8.300e+00,-8.300e+00,3.92,0.60,-9.700e-01,691.0,,,53.80,23.40,-25.62,66.50,2,q1_q17_dr25_tce,5900.00,117.00,-117.00,4.022,0.195,-0.090,1.6940,0.2570,-0.4180,289.077550,46.005219,13.988
9458613,K00707.03,Kepler-33 e,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,31.784815700,1.0060000e-04,-1.0060000e-04,135.8710500,2.690000e-03,-2.690000e-03,0.015,0.413,-0.015,8.80770,0.08060,-0.08060,444.5,8.000e+00,-8.000e+00,3.55,0.54,-8.700e-01,752.0,,,75.59,32.87,-36.00,57.60,3,q1_q17_dr25_tce,5900.00,117.00,-117.00,4.022,0.195,-0.090,1.6940,0.2570,-0.4180,289.077550,46.005219,13.988
9458613,K00707.04,Kepler-33 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.175559990,3.6110000e-05,-3.6110000e-05,143.6789000,2.150000e-03,-2.150000e-03,0.013,0.353,-0.013,6.66770,0.05820,-0.05820,280.0,5.900e+00,-5.900e+00,2.82,0.43,-7.000e-01,1009.0,,,244.58,106.35,-116.49,48.80,4,q1_q17_dr25_tce,5900.00,117.00,-117.00,4.022,0.195,-0.090,1.6940,0.2570,-0.4180,289.077550,46.005219,13.988
9458613,K00707.05,Kepler-33 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,5.668158210,1.5660000e-05,-1.5660000e-05,131.8874300,2.320000e-03,-2.320000e-03,0.177,0.218,-0.177,4.90640,0.05870,-0.05870,119.7,4.600e+00,-4.600e+00,1.85,0.28,-4.600e-01,1336.0,,,752.70,327.29,-358.52,27.30,5,q1_q17_dr25_tce,5900.00,117.00,-117.00,4.022,0.195,-0.090,1.6940,0.2570,-0.4180,289.077550,46.005219,13.988
9530945,K00708.01,Kepler-216 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,17.406652160,3.3600000e-05,-3.3600000e-05,171.0068800,1.580000e-03,-1.580000e-03,0.022,0.332,-0.022,6.86400,0.05180,-0.05180,586.9,7.400e+00,-7.400e+00,2.95,0.50,-4.600e-01,814.0,,,104.04,51.40,-36.02,85.70,1,q1_q17_dr25_tce,6086.00,134.00,-134.00,4.274,0.143,-0.117,1.2160,0.2070,-0.1880,293.728060,46.129150,13.998
9530945,K00708.02,Kepler-216 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.693636270,2.0570000e-05,-2.0570000e-05,176.5035000,2.240000e-03,-2.240000e-03,0.366,0.142,-0.366,5.03240,0.06560,-0.06560,295.1,6.000e+00,-6.000e+00,2.12,0.36,-3.300e-01,1069.0,,,308.61,152.48,-106.84,55.10,2,q1_q17_dr25_tce,6086.00,134.00,-134.00,4.274,0.143,-0.117,1.2160,0.2070,-0.1880,293.728060,46.129150,13.998
9578686,K00709.01,Kepler-651 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.385158400,3.5790000e-05,-3.5790000e-05,178.7828500,1.320000e-03,-1.320000e-03,0.518,0.063,-0.393,4.08190,0.04470,-0.04470,663.9,1.140e+01,-1.140e+01,2.17,0.18,-1.500e-01,574.0,,,25.63,6.91,-5.12,67.30,1,q1_q17_dr25_tce,5376.00,106.00,-106.00,4.516,0.060,-0.060,0.8250,0.0690,-0.0570,287.332790,46.203510,13.940
9590976,K00710.01,Kepler-217 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.374932890,1.2460000e-05,-1.2460000e-05,170.9337900,1.780000e-03,-1.780000e-03,0.228,0.226,-0.228,3.95670,0.05390,-0.05390,155.8,3.500e+00,-3.500e+00,2.12,0.36,-4.300e-01,1413.0,,,942.35,445.91,-390.58,49.00,1,q1_q17_dr25_tce,6167.00,124.00,-124.00,4.037,0.182,-0.098,1.6890,0.2810,-0.3430,293.037750,46.277519,13.294
9590976,K00710.02,Kepler-217 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.586009680,3.6100000e-05,-3.6100000e-05,137.9598400,3.220000e-03,-3.220000e-03,0.728,0.206,-0.500,3.34430,0.09860,-0.09860,102.1,4.700e+00,-4.700e+00,1.84,0.30,-3.800e-01,1208.0,,,503.98,238.48,-208.89,23.20,2,q1_q17_dr25_tce,6167.00,124.00,-124.00,4.037,0.182,-0.098,1.6890,0.2810,-0.3430,293.037750,46.277519,13.294
9590976,K00710.03,Kepler-217 d,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.886888620,2.2660000e-05,-2.2660000e-05,132.4955000,5.210000e-03,-5.210000e-03,0.035,0.419,-0.035,3.68300,0.14900,-0.14900,58.3,3.100e+00,-3.100e+00,1.29,0.22,-2.600e-01,1574.0,,,1448.04,685.18,-600.18,20.80,3,q1_q17_dr25_tce,6167.00,124.00,-124.00,4.037,0.182,-0.098,1.6890,0.2810,-0.3430,293.037750,46.277519,13.294
9597345,K00711.01,Kepler-218 c,CONFIRMED,CANDIDATE,0.4830,0,0,0,0,44.699656300,1.1450000e-04,-1.1450000e-04,174.8214400,1.940000e-03,-1.940000e-03,0.472,0.021,-0.431,6.22890,0.07100,-0.07100,837.7,1.230e+01,-1.230e+01,3.05,0.47,-3.200e-01,500.0,,,14.81,6.52,-3.89,71.30,1,q1_q17_dr25_tce,5497.00,109.00,-109.00,4.394,0.090,-0.110,1.0460,0.1610,-0.1110,295.412810,46.266472,13.967
9597345,K00711.02,Kepler-218 b,CONFIRMED,CANDIDATE,0.9720,0,0,0,0,3.619309734,6.7540000e-06,-6.7540000e-06,135.4416400,1.570000e-03,-1.570000e-03,0.116,0.343,-0.116,3.05040,0.04890,-0.04890,206.6,5.000e+00,-5.000e+00,1.47,0.23,-1.500e-01,1156.0,,,422.53,186.05,-110.91,47.40,2,q1_q17_dr25_tce,5497.00,109.00,-109.00,4.394,0.090,-0.110,1.0460,0.1610,-0.1110,295.412810,46.266472,13.967
9597345,K00711.03,Kepler-218 d,CONFIRMED,CANDIDATE,0.7720,0,0,0,0,124.524522400,5.5360000e-04,-5.5360000e-04,254.1778800,3.390000e-03,-3.390000e-03,0.004,0.411,-0.004,9.65400,0.11500,-0.11500,689.9,1.480e+01,-1.480e+01,2.69,0.41,-2.900e-01,356.0,,,3.78,1.66,-0.99,47.50,3,q1_q17_dr25_tce,5497.00,109.00,-109.00,4.394,0.090,-0.110,1.0460,0.1610,-0.1110,295.412810,46.266472,13.967
9702072,K00714.01,Kepler-652 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.182001885,2.0140000e-06,-2.0140000e-06,172.7895760,3.840000e-04,-3.840000e-04,0.015,0.377,-0.015,2.22090,0.01560,-0.01560,847.4,6.300e+00,-6.300e+00,2.46,0.26,-1.000e-01,974.0,,,213.29,69.18,-32.08,160.30,1,q1_q17_dr25_tce,5328.00,106.00,-106.00,4.551,0.018,-0.102,0.8650,0.0920,-0.0350,288.008120,46.473560,13.393
9846348,K00716.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,26.893161010,1.6220000e-05,-1.6220000e-05,179.9524500,4.510000e-04,-4.510000e-04,0.980,0.122,-0.033,2.32660,0.03790,-0.03790,2193.2,2.430e+01,-2.430e+01,6.78,2.14,-7.200e-01,614.0,,,33.54,31.06,-9.80,119.60,1,q1_q17_dr25_tce,6096.00,164.00,-183.00,4.511,0.054,-0.216,0.9080,0.2870,-0.0960,297.492160,46.694519,13.754
9873254,K00717.01,Kepler-653 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,14.707495120,3.6740000e-05,-3.6740000e-05,175.7926700,1.890000e-03,-1.890000e-03,0.127,0.334,-0.127,3.15060,0.06330,-0.06330,262.0,7.700e+00,-7.700e+00,2.04,0.35,-3.400e-01,819.0,,,106.22,49.69,-38.62,36.30,1,q1_q17_dr25_tce,5676.00,101.00,-113.00,4.247,0.143,-0.117,1.2800,0.2170,-0.2170,282.212920,46.717819,13.387
9873254,K00717.02,Kepler-653 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,0.900375925,3.3390000e-06,-3.3390000e-06,133.1178700,3.110000e-03,-3.110000e-03,0.093,0.372,-0.093,1.25700,0.10200,-0.10200,41.4,3.200e+00,-3.200e+00,0.82,0.13,-1.400e-01,2078.0,,,4399.18,2057.88,-1599.65,14.60,2,q1_q17_dr25_tce,5676.00,101.00,-113.00,4.247,0.143,-0.117,1.2800,0.2170,-0.2170,282.212920,46.717819,13.387
9884104,K00718.01,Kepler-219 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.585466941,5.5800000e-06,-5.5800000e-06,169.8609500,1.000000e-03,-1.000000e-03,0.823,0.018,-0.591,3.44370,0.02620,-0.02620,383.5,5.100e+00,-5.100e+00,3.29,0.54,-7.100e-01,1307.0,,,688.54,313.04,-300.02,84.80,1,q1_q17_dr25_tce,5788.00,104.00,-115.00,4.160,0.162,-0.108,1.4950,0.2450,-0.3260,288.738980,46.762562,13.764
9884104,K00718.02,Kepler-219 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,22.714433510,5.0380000e-05,-5.0380000e-05,147.2968400,1.830000e-03,-1.830000e-03,0.816,0.025,-0.566,6.08750,0.07860,-0.07860,575.1,8.200e+00,-8.200e+00,4.01,0.66,-8.700e-01,766.0,,,81.57,37.08,-35.54,74.40,2,q1_q17_dr25_tce,5788.00,104.00,-115.00,4.160,0.162,-0.108,1.4950,0.2450,-0.3260,288.738980,46.762562,13.764
9884104,K00718.03,Kepler-219 d,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,47.903427000,2.2210000e-04,-2.2210000e-04,141.9834700,3.500000e-03,-3.500000e-03,0.918,0.028,-0.646,6.19100,0.12900,-0.12900,379.3,1.170e+01,-1.170e+01,3.55,0.59,-7.700e-01,598.0,,,30.17,13.71,-13.15,34.10,3,q1_q17_dr25_tce,5788.00,104.00,-115.00,4.160,0.162,-0.108,1.4950,0.2450,-0.3260,288.738980,46.762562,13.764
9950612,K00719.01,Kepler-220 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.034190783,6.3050000e-06,-6.3050000e-06,171.0153290,5.570000e-04,-5.570000e-04,0.846,0.018,-0.597,1.55010,0.01740,-0.01740,577.6,8.200e+00,-8.200e+00,1.80,0.07,-9.000e-02,586.0,,,27.87,4.67,-4.66,82.10,1,q1_q17_dr25_tce,4499.00,89.00,-89.00,4.635,0.032,-0.020,0.6390,0.0250,-0.0320,291.506160,46.895741,13.177
9950612,K00719.02,Kepler-220 d,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,28.122439300,1.3980000e-04,-1.3980000e-04,146.9176300,3.950000e-03,-3.950000e-03,0.516,0.058,-0.421,4.17400,0.11700,-0.11700,194.3,7.800e+00,-7.800e+00,0.90,0.03,-5.000e-02,401.0,,,6.13,1.03,-1.02,26.90,4,q1_q17_dr25_tce,4499.00,89.00,-89.00,4.635,0.032,-0.020,0.6390,0.0250,-0.0320,291.506160,46.895741,13.177
9950612,K00719.03,Kepler-220 e,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,45.902976800,1.6540000e-04,-1.6540000e-04,166.5566700,2.830000e-03,-2.830000e-03,0.303,0.135,-0.303,5.00410,0.08150,-0.08150,361.8,8.900e+00,-8.900e+00,1.18,0.05,-6.000e-02,341.0,,,3.19,0.54,-0.53,42.90,2,q1_q17_dr25_tce,4499.00,89.00,-89.00,4.635,0.032,-0.020,0.6390,0.0250,-0.0320,291.506160,46.895741,13.177
9950612,K00719.04,Kepler-220 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.159816554,7.3100000e-06,-7.3100000e-06,133.7861600,1.450000e-03,-1.450000e-03,0.676,0.239,-0.439,1.62610,0.04720,-0.04720,160.3,5.300e+00,-5.300e+00,0.86,0.03,-4.000e-02,759.0,,,78.40,13.15,-13.09,35.60,3,q1_q17_dr25_tce,4499.00,89.00,-89.00,4.635,0.032,-0.020,0.6390,0.0250,-0.0320,291.506160,46.895741,13.177
9963524,K00720.01,Kepler-221 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.690591630,1.1020000e-05,-1.1020000e-05,174.0488500,1.430000e-03,-1.430000e-03,0.573,0.006,-0.473,2.55700,0.05530,-0.05530,1384.3,3.370e+01,-3.370e+01,3.10,0.23,-1.700e-01,860.0,,,129.31,32.18,-22.65,45.50,1,q1_q17_dr25_tce,5244.00,105.00,-105.00,4.538,0.045,-0.055,0.8100,0.0600,-0.0440,296.654750,46.835270,13.749
9963524,K00720.02,Kepler-221 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.041572140,3.1280000e-05,-3.1280000e-05,137.0844200,2.400000e-03,-2.400000e-03,0.768,0.139,-0.539,2.65770,0.07940,-0.07940,1114.0,4.300e+01,-4.300e+01,2.97,0.22,-1.600e-01,712.0,,,60.74,15.12,-10.64,28.10,2,q1_q17_dr25_tce,5244.00,105.00,-105.00,4.538,0.045,-0.055,0.8100,0.0600,-0.0440,296.654750,46.835270,13.749
9963524,K00720.03,Kepler-221 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,18.369746580,8.5640000e-05,-8.5640000e-05,131.8657300,3.630000e-03,-3.630000e-03,0.947,0.025,-0.693,2.93900,0.15200,-0.15200,1143.3,6.410e+01,-6.410e+01,3.58,0.26,-2.000e-01,582.0,,,27.14,6.76,-4.75,20.10,3,q1_q17_dr25_tce,5244.00,105.00,-105.00,4.538,0.045,-0.055,0.8100,0.0600,-0.0440,296.654750,46.835270,13.749
9963524,K00720.04,Kepler-221 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.795900040,1.4110000e-05,-1.4110000e-05,132.7297100,3.750000e-03,-3.750000e-03,0.638,0.019,-0.497,2.05600,0.12300,-0.12300,383.7,2.710e+01,-2.710e+01,1.66,0.12,-9.000e-02,1090.0,,,333.31,82.94,-58.40,16.30,4,q1_q17_dr25_tce,5244.00,105.00,-105.00,4.538,0.045,-0.055,0.8100,0.0600,-0.0440,296.654750,46.835270,13.749
9964801,K00721.01,Kepler-654 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.724627020,4.9170000e-05,-4.9170000e-05,180.6480700,2.590000e-03,-2.590000e-03,0.748,0.163,-0.506,6.97580,0.09530,-0.09530,281.8,6.300e+00,-6.300e+00,2.13,0.32,-3.200e-01,831.0,,,112.82,47.91,-37.97,50.10,1,q1_q17_dr25_tce,5817.00,104.00,-116.00,4.293,0.143,-0.104,1.1710,0.1780,-0.1780,297.068420,46.834278,13.645
9965439,K00722.01,Kepler-655 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,46.406260000,1.7010000e-04,-1.7010000e-04,192.9963300,2.480000e-03,-2.480000e-03,0.018,0.365,-0.018,7.02810,0.08520,-0.08520,469.1,1.080e+01,-1.080e+01,2.66,0.47,-3.900e-01,588.0,,,28.23,14.60,-9.43,51.20,1,q1_q17_dr25_tce,6086.00,134.00,-134.00,4.276,0.137,-0.112,1.2270,0.2200,-0.1800,297.259090,46.843189,13.489
10002866,K00723.01,Kepler-222 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.936993144,4.4570000e-06,-4.4570000e-06,169.6505920,9.030000e-04,-9.030000e-04,0.801,0.080,-0.555,1.88700,0.03870,-0.03870,1266.0,2.460e+01,-2.460e+01,3.36,0.74,-2.500e-01,1004.0,,,240.16,162.89,-57.82,59.30,2,q1_q17_dr25_tce,5431.00,164.00,-164.00,4.563,0.029,-0.152,0.8430,0.1860,-0.0620,287.906100,46.937771,15.063
10002866,K00723.02,Kepler-222 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,28.081859820,6.9720000e-05,-6.9720000e-05,194.9169600,1.940000e-03,-1.940000e-03,0.425,0.428,-0.230,4.52880,0.07850,-0.07850,1840.3,3.880e+01,-3.880e+01,3.63,0.80,-2.700e-01,522.0,,,17.52,11.89,-4.22,50.80,3,q1_q17_dr25_tce,5431.00,164.00,-164.00,4.563,0.029,-0.152,0.8430,0.1860,-0.0620,287.906100,46.937771,15.063
10002866,K00723.03,Kepler-222 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.088810660,1.1770000e-05,-1.1770000e-05,173.0833530,9.210000e-04,-9.210000e-04,0.921,0.028,-0.654,1.77260,0.08740,-0.08740,1995.9,4.390e+01,-4.390e+01,4.71,1.04,-3.500e-01,734.0,,,68.62,46.54,-16.52,51.40,1,q1_q17_dr25_tce,5431.00,164.00,-164.00,4.563,0.029,-0.152,0.8430,0.1860,-0.0620,287.906100,46.937771,15.063
10157573,K00726.01,,CANDIDATE,CANDIDATE,0.7610,0,0,0,0,5.115750935,7.8250000e-06,-7.8250000e-06,173.2659900,1.160000e-03,-1.160000e-03,1.475,37.380,-0.273,2.53780,0.06250,-0.06250,1055.8,2.410e+01,-2.410e+01,60.74,19.15,-6.840e+00,1202.0,,,493.38,459.59,-156.49,51.80,1,q1_q17_dr25_tce,6398.00,179.00,-224.00,4.411,0.065,-0.208,1.1010,0.3470,-0.1240,297.432010,47.128551,15.132
10221013,K00728.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,7.189379172,1.5980000e-06,-1.5980000e-06,170.1177830,1.670000e-04,-1.670000e-04,0.908,0.009,-0.007,2.03510,0.01830,-0.01830,8126.4,4.680e+01,-4.680e+01,11.94,3.85,-1.540e+00,1026.0,,,261.94,256.45,-96.98,288.50,1,q1_q17_dr25_tce,6214.00,195.00,-282.00,4.442,0.056,-0.224,1.0760,0.3470,-0.1390,296.642300,47.230331,15.356
10227020,K00730.01,Kepler-223 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,14.787671720,5.5840000e-05,-5.5840000e-05,176.7939900,2.990000e-03,-2.990000e-03,0.021,0.380,-0.021,6.11910,0.09560,-0.09560,781.8,2.060e+01,-2.060e+01,3.46,0.57,-5.800e-01,827.0,,,110.42,48.32,-37.91,39.40,1,q1_q17_dr25_tce,5814.00,78.00,-78.00,4.269,0.137,-0.112,1.2480,0.2090,-0.2090,298.318360,47.279491,15.344
10227020,K00730.02,Kepler-223 c,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,9.848246490,3.6680000e-05,-3.6680000e-05,138.3884500,2.940000e-03,-2.940000e-03,0.550,0.044,-0.421,5.74710,0.08490,-0.08490,436.7,1.780e+01,-1.780e+01,2.68,0.45,-4.500e-01,947.0,,,189.82,83.07,-65.17,25.30,3,q1_q17_dr25_tce,5814.00,78.00,-78.00,4.269,0.137,-0.112,1.2480,0.2090,-0.2090,298.318360,47.279491,15.344
10227020,K00730.03,Kepler-223 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,19.724367200,1.3240000e-04,-1.3240000e-04,135.0592300,5.870000e-03,-5.870000e-03,0.898,0.029,-0.619,7.20200,0.14800,-0.14800,577.9,2.340e+01,-2.340e+01,3.57,0.60,-5.900e-01,751.0,,,75.23,32.93,-25.83,26.00,2,q1_q17_dr25_tce,5814.00,78.00,-78.00,4.269,0.137,-0.112,1.2480,0.2090,-0.2090,298.318360,47.279491,15.344
10227020,K00730.04,Kepler-223 b,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,7.384432690,2.9590000e-05,-2.9590000e-05,137.4741200,3.210000e-03,-3.210000e-03,0.594,0.283,-0.413,5.73510,0.08530,-0.08530,349.8,1.490e+01,-1.490e+01,2.42,0.41,-4.000e-01,1042.0,,,278.67,121.95,-95.68,23.70,4,q1_q17_dr25_tce,5814.00,78.00,-78.00,4.269,0.137,-0.112,1.2480,0.2090,-0.2090,298.318360,47.279491,15.344
10265898,K00732.01,Kepler-656 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.260258822,6.7500000e-07,-6.7500000e-07,170.4089840,4.220000e-04,-4.220000e-04,0.791,0.002,-0.540,1.85940,0.01810,-0.01810,1130.7,1.010e+01,-1.010e+01,3.57,0.94,-3.000e-01,1569.0,,,1435.82,1145.82,-379.55,128.20,1,q1_q17_dr25_tce,5550.00,166.00,-183.00,4.500,0.046,-0.184,0.9540,0.2520,-0.0790,288.327910,47.381592,15.342
10265898,K00732.02,,CANDIDATE,CANDIDATE,0.9660,0,0,0,0,3.295345670,2.5690000e-05,-2.5690000e-05,132.4879900,7.200000e-03,-7.200000e-03,0.729,0.009,-0.534,1.90200,0.22100,-0.22100,141.9,1.700e+01,-1.700e+01,1.23,0.32,-1.000e-01,1139.0,,,397.37,317.12,-105.04,10.40,3,q1_q17_dr25_tce,5550.00,166.00,-183.00,4.500,0.046,-0.184,0.9540,0.2520,-0.0790,288.327910,47.381592,15.342
10265898,K00732.03,Kepler-656 c,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,5.254493930,5.6130000e-05,-5.6130000e-05,132.5562400,7.960000e-03,-7.960000e-03,0.837,0.108,-0.597,3.07800,0.19700,-0.19700,169.0,1.460e+01,-1.460e+01,1.41,0.38,-1.100e-01,975.0,,,213.25,170.17,-56.37,12.60,2,q1_q17_dr25_tce,5550.00,166.00,-183.00,4.500,0.046,-0.184,0.9540,0.2520,-0.0790,288.327910,47.381592,15.342
